"rules","support","confidence","coverage","lift","count"
"1","{} => {TP=1}",0.355963302752294,0.355963302752294,1,1,194
"2","{Time=15} => {TP=1}",0.0073394495412844,0.5,0.0146788990825688,1.40463917525773,4
"3","{Time=9} => {TP=1}",0.0055045871559633,0.3,0.018348623853211,0.842783505154639,3
"4","{Time=12} => {TP=1}",0.0073394495412844,0.333333333333333,0.0220183486238532,0.936426116838488,4
"5","{Time=21} => {TP=1}",0.0073394495412844,0.333333333333333,0.0220183486238532,0.936426116838488,4
"6","{Time=17} => {TP=1}",0.0128440366972477,0.538461538461538,0.0238532110091743,1.51268834258525,7
"7","{Time=20} => {TP=1}",0.0146788990825688,0.615384615384615,0.0238532110091743,1.72878667724029,8
"8","{Time=22} => {TP=1}",0.0110091743119266,0.4,0.0275229357798165,1.12371134020619,6
"9","{Time=11} => {TP=1}",0.0110091743119266,0.375,0.0293577981651376,1.0534793814433,6
"10","{Time=14} => {TP=1}",0.0220183486238532,0.705882352941177,0.0311926605504587,1.98302001212856,12
"11","{Time=4} => {TP=1}",0.018348623853211,0.5,0.036697247706422,1.40463917525773,10
"12","{Time=19} => {TP=1}",0.0146788990825688,0.333333333333333,0.0440366972477064,0.936426116838488,8
"13","{Time=3} => {TP=1}",0.0201834862385321,0.44,0.0458715596330275,1.2360824742268,11
"14","{Time=2} => {TP=1}",0.018348623853211,0.357142857142857,0.0513761467889908,1.00331369661267,10
"15","{Time=18} => {TP=1}",0.0275229357798165,0.483870967741935,0.0568807339449541,1.35932823412039,15
"16","{Time=1} => {TP=1}",0.0201834862385321,0.305555555555556,0.0660550458715596,0.858390607101947,11
"17","{Time=23} => {TP=1}",0.0220183486238532,0.307692307692308,0.0715596330275229,0.864393338620143,12
"18","{Time=0} => {TP=1}",0.0348623853211009,0.333333333333333,0.104587155963303,0.936426116838488,19
"19","{Time=5} => {TP=1}",0.0385321100917431,0.344262295081967,0.111926605504587,0.967128612472537,21
"20","{Pair=XAUUSD} => {TP=1}",0.0788990825688073,0.333333333333333,0.236697247706422,0.936426116838488,43
"21","{Pair=AUDNZD} => {TP=1}",0.110091743119266,0.441176470588235,0.24954128440367,1.23938750758035,60
"22","{Pair=EURCAD} => {TP=1}",0.0844036697247706,0.333333333333333,0.253211009174312,0.936426116838488,46
"23","{Pair=GBPJPY} => {TP=1}",0.0825688073394495,0.316901408450704,0.260550458715596,0.890264266008422,45
"24","{Local Correct=1} => {TP=1}",0.170642201834862,0.484375,0.352293577981651,1.36074420103093,93
"25","{Global Correct=0} => {TP=1}",0.190825688073395,0.392452830188679,0.486238532110092,1.10250923944758,104
"26","{Global Correct=1} => {TP=1}",0.165137614678899,0.321428571428571,0.513761467889908,0.902982326951399,90
"27","{Pair=EURCAD,Time=10} => {TP=1}",0.0018348623853211,0.333333333333333,0.0055045871559633,0.936426116838488,1
"28","{Pair=AUDNZD,Time=13} => {TP=1}",0.0036697247706422,0.4,0.00917431192660551,1.12371134020619,2
"29","{Time=13,Global Correct=1} => {TP=1}",0.0018348623853211,0.5,0.0036697247706422,1.40463917525773,1
"30","{Time=13,Local Correct=0} => {TP=1}",0.0018348623853211,0.333333333333333,0.0055045871559633,0.936426116838488,1
"31","{Pair=AUDNZD,Time=15} => {TP=1}",0.0036697247706422,0.4,0.00917431192660551,1.12371134020619,2
"32","{Pair=GBPJPY,Time=15} => {TP=1}",0.0036697247706422,1,0.0036697247706422,2.80927835051546,2
"33","{Time=15,Local Correct=1} => {TP=1}",0.0018348623853211,1,0.0018348623853211,2.80927835051546,1
"34","{Time=15,Global Correct=0} => {TP=1}",0.0018348623853211,0.333333333333333,0.0055045871559633,0.936426116838488,1
"35","{Time=15,Global Correct=1} => {TP=1}",0.0055045871559633,0.6,0.00917431192660551,1.68556701030928,3
"36","{Time=15,Local Correct=0} => {TP=1}",0.0055045871559633,0.428571428571429,0.0128440366972477,1.2039764359352,3
"37","{Pair=XAUUSD,Time=9} => {TP=1}",0.0018348623853211,0.333333333333333,0.0055045871559633,0.936426116838488,1
"38","{Pair=EURCAD,Time=9} => {TP=1}",0.0018348623853211,0.5,0.0036697247706422,1.40463917525773,1
"39","{Pair=GBPJPY,Time=9} => {TP=1}",0.0018348623853211,0.5,0.0036697247706422,1.40463917525773,1
"40","{Time=9,Global Correct=0} => {TP=1}",0.0036697247706422,0.4,0.00917431192660551,1.12371134020619,2
"41","{Time=9,Local Correct=0} => {TP=1}",0.0055045871559633,0.5,0.0110091743119266,1.40463917525773,3
"42","{Pair=XAUUSD,Time=8} => {TP=1}",0.0036697247706422,1,0.0036697247706422,2.80927835051546,2
"43","{Time=8,Local Correct=1} => {TP=1}",0.0055045871559633,1,0.0055045871559633,2.80927835051546,3
"44","{Time=8,Global Correct=0} => {TP=1}",0.0055045871559633,0.375,0.0146788990825688,1.0534793814433,3
"45","{Pair=AUDNZD,Time=12} => {TP=1}",0.0055045871559633,0.6,0.00917431192660551,1.68556701030928,3
"46","{Pair=EURCAD,Time=12} => {TP=1}",0.0018348623853211,0.333333333333333,0.0055045871559633,0.936426116838488,1
"47","{Time=12,Local Correct=1} => {TP=1}",0.0055045871559633,0.428571428571429,0.0128440366972477,1.2039764359352,3
"48","{Time=12,Global Correct=1} => {TP=1}",0.0055045871559633,0.6,0.00917431192660551,1.68556701030928,3
"49","{Pair=XAUUSD,Time=21} => {TP=1}",0.0018348623853211,0.333333333333333,0.0055045871559633,0.936426116838488,1
"50","{Pair=AUDNZD,Time=21} => {TP=1}",0.0036697247706422,0.666666666666667,0.0055045871559633,1.87285223367698,2
"51","{Pair=GBPJPY,Time=21} => {TP=1}",0.0018348623853211,0.333333333333333,0.0055045871559633,0.936426116838488,1
"52","{Time=21,Local Correct=1} => {TP=1}",0.0036697247706422,0.4,0.00917431192660551,1.12371134020619,2
"53","{Time=21,Global Correct=0} => {TP=1}",0.0036697247706422,0.4,0.00917431192660551,1.12371134020619,2
"54","{Pair=EURCAD,Time=17} => {TP=1}",0.0018348623853211,1,0.0018348623853211,2.80927835051546,1
"55","{Pair=GBPJPY,Time=17} => {TP=1}",0.00917431192660551,0.714285714285714,0.0128440366972477,2.00662739322533,5
"56","{Time=17,Local Correct=1} => {TP=1}",0.00917431192660551,0.555555555555556,0.0165137614678899,1.56071019473081,5
"57","{Time=17,Global Correct=0} => {TP=1}",0.0110091743119266,0.857142857142857,0.0128440366972477,2.4079528718704,6
"58","{Time=17,Local Correct=0} => {TP=1}",0.0036697247706422,0.5,0.0073394495412844,1.40463917525773,2
"59","{Pair=XAUUSD,Time=20} => {TP=1}",0.0018348623853211,1,0.0018348623853211,2.80927835051546,1
"60","{Pair=AUDNZD,Time=20} => {TP=1}",0.0055045871559633,1,0.0055045871559633,2.80927835051546,3
"61","{Pair=GBPJPY,Time=20} => {TP=1}",0.0055045871559633,0.6,0.00917431192660551,1.68556701030928,3
"62","{Time=20,Local Correct=1} => {TP=1}",0.0055045871559633,0.6,0.00917431192660551,1.68556701030928,3
"63","{Time=20,Global Correct=0} => {TP=1}",0.0055045871559633,0.6,0.00917431192660551,1.68556701030928,3
"64","{Time=20,Global Correct=1} => {TP=1}",0.00917431192660551,0.625,0.0146788990825688,1.75579896907216,5
"65","{Time=20,Local Correct=0} => {TP=1}",0.00917431192660551,0.625,0.0146788990825688,1.75579896907216,5
"66","{Pair=XAUUSD,Time=22} => {TP=1}",0.0036697247706422,0.4,0.00917431192660551,1.12371134020619,2
"67","{Pair=AUDNZD,Time=22} => {TP=1}",0.0036697247706422,1,0.0036697247706422,2.80927835051546,2
"68","{Pair=EURCAD,Time=22} => {TP=1}",0.0018348623853211,1,0.0018348623853211,2.80927835051546,1
"69","{Time=22,Local Correct=1} => {TP=1}",0.00917431192660551,0.833333333333333,0.0110091743119266,2.34106529209622,5
"70","{Time=22,Global Correct=0} => {TP=1}",0.0055045871559633,0.5,0.0110091743119266,1.40463917525773,3
"71","{Time=22,Global Correct=1} => {TP=1}",0.0055045871559633,0.333333333333333,0.0165137614678899,0.936426116838488,3
"72","{Pair=AUDNZD,Time=11} => {TP=1}",0.00917431192660551,0.714285714285714,0.0128440366972477,2.00662739322533,5
"73","{Time=11,Local Correct=1} => {TP=1}",0.0055045871559633,0.75,0.0073394495412844,2.1069587628866,3
"74","{Time=11,Global Correct=1} => {TP=1}",0.00917431192660551,0.5,0.018348623853211,1.40463917525773,5
"75","{Pair=AUDNZD,Time=14} => {TP=1}",0.018348623853211,0.714285714285714,0.0256880733944954,2.00662739322533,10
"76","{Pair=EURCAD,Time=14} => {TP=1}",0.0018348623853211,1,0.0018348623853211,2.80927835051546,1
"77","{Pair=GBPJPY,Time=14} => {TP=1}",0.0018348623853211,0.5,0.0036697247706422,1.40463917525773,1
"78","{Time=14,Local Correct=1} => {TP=1}",0.0128440366972477,0.875,0.0146788990825688,2.45811855670103,7
"79","{Time=14,Global Correct=0} => {TP=1}",0.0110091743119266,0.666666666666667,0.0165137614678899,1.87285223367698,6
"80","{Time=14,Global Correct=1} => {TP=1}",0.0110091743119266,0.75,0.0146788990825688,2.1069587628866,6
"81","{Time=14,Local Correct=0} => {TP=1}",0.00917431192660551,0.555555555555556,0.0165137614678899,1.56071019473081,5
"82","{Pair=XAUUSD,Time=4} => {TP=1}",0.0036697247706422,0.4,0.00917431192660551,1.12371134020619,2
"83","{Pair=AUDNZD,Time=4} => {TP=1}",0.0036697247706422,0.666666666666667,0.0055045871559633,1.87285223367698,2
"84","{Pair=EURCAD,Time=4} => {TP=1}",0.0073394495412844,0.5,0.0146788990825688,1.40463917525773,4
"85","{Pair=GBPJPY,Time=4} => {TP=1}",0.0036697247706422,0.5,0.0073394495412844,1.40463917525773,2
"86","{Time=4,Local Correct=1} => {TP=1}",0.0055045871559633,0.75,0.0073394495412844,2.1069587628866,3
"87","{Time=4,Global Correct=0} => {TP=1}",0.0073394495412844,0.363636363636364,0.0201834862385321,1.02155576382381,4
"88","{Time=4,Global Correct=1} => {TP=1}",0.0110091743119266,0.666666666666667,0.0165137614678899,1.87285223367698,6
"89","{Time=4,Local Correct=0} => {TP=1}",0.0128440366972477,0.4375,0.0293577981651376,1.22905927835052,7
"90","{Pair=XAUUSD,Time=19} => {TP=1}",0.0055045871559633,0.5,0.0110091743119266,1.40463917525773,3
"91","{Pair=EURCAD,Time=19} => {TP=1}",0.0055045871559633,0.375,0.0146788990825688,1.0534793814433,3
"92","{Time=19,Local Correct=1} => {TP=1}",0.0073394495412844,0.363636363636364,0.0201834862385321,1.02155576382381,4
"93","{Time=19,Global Correct=0} => {TP=1}",0.00917431192660551,0.454545454545455,0.0201834862385321,1.27694470477976,5
"94","{Time=19,Local Correct=0} => {TP=1}",0.0073394495412844,0.307692307692308,0.0238532110091743,0.864393338620143,4
"95","{Pair=AUDNZD,Time=3} => {TP=1}",0.0055045871559633,0.5,0.0110091743119266,1.40463917525773,3
"96","{Pair=EURCAD,Time=3} => {TP=1}",0.00917431192660551,0.5,0.018348623853211,1.40463917525773,5
"97","{Pair=GBPJPY,Time=3} => {TP=1}",0.0055045871559633,0.5,0.0110091743119266,1.40463917525773,3
"98","{Time=3,Local Correct=1} => {TP=1}",0.0146788990825688,0.615384615384615,0.0238532110091743,1.72878667724029,8
"99","{Time=3,Global Correct=1} => {TP=1}",0.0146788990825688,0.571428571428571,0.0256880733944954,1.60530191458026,8
"100","{Pair=XAUUSD,Time=2} => {TP=1}",0.0036697247706422,0.666666666666667,0.0055045871559633,1.87285223367698,2
"101","{Pair=AUDNZD,Time=2} => {TP=1}",0.0055045871559633,0.428571428571429,0.0128440366972477,1.2039764359352,3
"102","{Time=2,Local Correct=1} => {TP=1}",0.0110091743119266,0.6,0.018348623853211,1.68556701030928,6
"103","{Time=2,Global Correct=1} => {TP=1}",0.0146788990825688,0.421052631578947,0.0348623853211009,1.1828540423223,8
"104","{Pair=AUDNZD,Time=18} => {TP=1}",0.0110091743119266,0.6,0.018348623853211,1.68556701030928,6
"105","{Pair=EURCAD,Time=18} => {TP=1}",0.0018348623853211,1,0.0018348623853211,2.80927835051546,1
"106","{Pair=GBPJPY,Time=18} => {TP=1}",0.00917431192660551,0.714285714285714,0.0128440366972477,2.00662739322533,5
"107","{Time=18,Local Correct=1} => {TP=1}",0.0146788990825688,0.615384615384615,0.0238532110091743,1.72878667724029,8
"108","{Time=18,Global Correct=0} => {TP=1}",0.0220183486238532,0.545454545454545,0.0403669724770642,1.53233364573571,12
"109","{Time=18,Global Correct=1} => {TP=1}",0.0055045871559633,0.333333333333333,0.0165137614678899,0.936426116838488,3
"110","{Time=18,Local Correct=0} => {TP=1}",0.0128440366972477,0.388888888888889,0.0330275229357798,1.09249713631157,7
"111","{Pair=XAUUSD,Time=6} => {TP=1}",0.0036697247706422,0.333333333333333,0.0110091743119266,0.936426116838488,2
"112","{Pair=EURCAD,Time=6} => {TP=1}",0.0073394495412844,0.307692307692308,0.0238532110091743,0.864393338620143,4
"113","{Pair=AUDNZD,Time=1} => {TP=1}",0.0055045871559633,1,0.0055045871559633,2.80927835051546,3
"114","{Pair=EURCAD,Time=1} => {TP=1}",0.0055045871559633,0.428571428571429,0.0128440366972477,1.2039764359352,3
"115","{Time=1,Global Correct=0} => {TP=1}",0.0128440366972477,0.538461538461538,0.0238532110091743,1.51268834258525,7
"116","{Time=1,Local Correct=0} => {TP=1}",0.0146788990825688,0.347826086956522,0.0422018348623853,0.977140295831466,8
"117","{Pair=XAUUSD,Time=23} => {TP=1}",0.0110091743119266,0.375,0.0293577981651376,1.0534793814433,6
"118","{Pair=AUDNZD,Time=23} => {TP=1}",0.0018348623853211,1,0.0018348623853211,2.80927835051546,1
"119","{Time=23,Local Correct=1} => {TP=1}",0.0146788990825688,0.533333333333333,0.0275229357798165,1.49828178694158,8
"120","{Time=23,Global Correct=0} => {TP=1}",0.0146788990825688,0.32,0.0458715596330275,0.898969072164948,8
"121","{Pair=EURCAD,Time=7} => {TP=1}",0.00917431192660551,0.357142857142857,0.0256880733944954,1.00331369661267,5
"122","{Pair=XAUUSD,Time=0} => {TP=1}",0.0055045871559633,0.333333333333333,0.0165137614678899,0.936426116838488,3
"123","{Pair=AUDNZD,Time=0} => {TP=1}",0.0055045871559633,0.3,0.018348623853211,0.842783505154639,3
"124","{Pair=EURCAD,Time=0} => {TP=1}",0.0110091743119266,0.315789473684211,0.0348623853211009,0.887140531741725,6
"125","{Pair=GBPJPY,Time=0} => {TP=1}",0.0128440366972477,0.368421052631579,0.0348623853211009,1.03499728703201,7
"126","{Time=0,Local Correct=1} => {TP=1}",0.0146788990825688,0.421052631578947,0.0348623853211009,1.1828540423223,8
"127","{Time=0,Global Correct=0} => {TP=1}",0.018348623853211,0.384615384615385,0.0477064220183486,1.08049167327518,10
"128","{Pair=XAUUSD,Time=5} => {TP=1}",0.0201834862385321,0.458333333333333,0.0440366972477064,1.28758591065292,11
"129","{Pair=AUDNZD,Time=5} => {TP=1}",0.0073394495412844,0.363636363636364,0.0201834862385321,1.02155576382381,4
"130","{Time=5,Local Correct=1} => {TP=1}",0.0146788990825688,0.380952380952381,0.0385321100917431,1.07020127638684,8
"131","{Time=5,Global Correct=0} => {TP=1}",0.0238532110091743,0.448275862068966,0.0532110091743119,1.259331674369,13
"132","{Time=5,Local Correct=0} => {TP=1}",0.0238532110091743,0.325,0.073394495412844,0.913015463917526,13
"133","{Pair=XAUUSD,Local Correct=1} => {TP=1}",0.0330275229357798,0.382978723404255,0.0862385321100917,1.07589383636762,18
"134","{Pair=XAUUSD,Global Correct=0} => {TP=1}",0.0348623853211009,0.316666666666667,0.110091743119266,0.889604810996564,19
"135","{Pair=XAUUSD,Global Correct=1} => {TP=1}",0.0440366972477064,0.347826086956522,0.126605504587156,0.977140295831466,24
"136","{Pair=XAUUSD,Local Correct=0} => {TP=1}",0.0458715596330275,0.304878048780488,0.15045871559633,0.856487301986422,25
"137","{Pair=AUDNZD,Local Correct=1} => {TP=1}",0.055045871559633,0.576923076923077,0.0954128440366973,1.62073750991277,30
"138","{Pair=AUDNZD,Global Correct=0} => {TP=1}",0.0623853211009174,0.5,0.124770642201835,1.40463917525773,34
"139","{Pair=AUDNZD,Global Correct=1} => {TP=1}",0.0477064220183486,0.382352941176471,0.124770642201835,1.07413583990297,26
"140","{Pair=AUDNZD,Local Correct=0} => {TP=1}",0.055045871559633,0.357142857142857,0.154128440366972,1.00331369661267,30
"141","{Pair=EURCAD,Local Correct=1} => {TP=1}",0.036697247706422,0.476190476190476,0.0770642201834862,1.33775159548355,20
"142","{Pair=EURCAD,Global Correct=0} => {TP=1}",0.0477064220183486,0.371428571428571,0.128440366972477,1.04344624447717,26
"143","{Pair=GBPJPY,Local Correct=1} => {TP=1}",0.0458715596330275,0.490196078431373,0.0935779816513762,1.37709723064484,25
"144","{Pair=GBPJPY,Global Correct=0} => {TP=1}",0.0458715596330275,0.373134328358209,0.122935779816514,1.04823819049084,25
"145","{Local Correct=1,Global Correct=0} => {TP=1}",0.0972477064220184,0.519607843137255,0.187155963302752,1.45972306448353,53
"146","{Local Correct=1,Global Correct=1} => {TP=1}",0.073394495412844,0.444444444444444,0.165137614678899,1.24856815578465,40
"147","{Local Correct=0,Global Correct=0} => {TP=1}",0.0935779816513762,0.312883435582822,0.299082568807339,0.878976661817722,51
"148","{Pair=EURCAD,Time=10,Global Correct=0} => {TP=1}",0.0018348623853211,0.333333333333333,0.0055045871559633,0.936426116838488,1
"149","{Pair=EURCAD,Time=10,Local Correct=0} => {TP=1}",0.0018348623853211,0.333333333333333,0.0055045871559633,0.936426116838488,1
"150","{Pair=AUDNZD,Time=13,Local Correct=1} => {TP=1}",0.0018348623853211,0.333333333333333,0.0055045871559633,0.936426116838488,1
"151","{Pair=AUDNZD,Time=13,Global Correct=0} => {TP=1}",0.0018348623853211,0.333333333333333,0.0055045871559633,0.936426116838488,1
"152","{Pair=AUDNZD,Time=13,Global Correct=1} => {TP=1}",0.0018348623853211,0.5,0.0036697247706422,1.40463917525773,1
"153","{Pair=AUDNZD,Time=13,Local Correct=0} => {TP=1}",0.0018348623853211,0.5,0.0036697247706422,1.40463917525773,1
"154","{Time=13,Local Correct=1,Global Correct=0} => {TP=1}",0.0018348623853211,0.333333333333333,0.0055045871559633,0.936426116838488,1
"155","{Time=13,Local Correct=0,Global Correct=1} => {TP=1}",0.0018348623853211,1,0.0018348623853211,2.80927835051546,1
"156","{Pair=AUDNZD,Time=15,Global Correct=0} => {TP=1}",0.0018348623853211,0.333333333333333,0.0055045871559633,0.936426116838488,1
"157","{Pair=AUDNZD,Time=15,Global Correct=1} => {TP=1}",0.0018348623853211,0.5,0.0036697247706422,1.40463917525773,1
"158","{Pair=AUDNZD,Time=15,Local Correct=0} => {TP=1}",0.0036697247706422,0.4,0.00917431192660551,1.12371134020619,2
"159","{Pair=GBPJPY,Time=15,Local Correct=1} => {TP=1}",0.0018348623853211,1,0.0018348623853211,2.80927835051546,1
"160","{Pair=GBPJPY,Time=15,Global Correct=1} => {TP=1}",0.0036697247706422,1,0.0036697247706422,2.80927835051546,2
"161","{Pair=GBPJPY,Time=15,Local Correct=0} => {TP=1}",0.0018348623853211,1,0.0018348623853211,2.80927835051546,1
"162","{Time=15,Local Correct=1,Global Correct=1} => {TP=1}",0.0018348623853211,1,0.0018348623853211,2.80927835051546,1
"163","{Time=15,Local Correct=0,Global Correct=0} => {TP=1}",0.0018348623853211,0.333333333333333,0.0055045871559633,0.936426116838488,1
"164","{Time=15,Local Correct=0,Global Correct=1} => {TP=1}",0.0036697247706422,0.5,0.0073394495412844,1.40463917525773,2
"165","{Pair=XAUUSD,Time=9,Global Correct=1} => {TP=1}",0.0018348623853211,0.5,0.0036697247706422,1.40463917525773,1
"166","{Pair=XAUUSD,Time=9,Local Correct=0} => {TP=1}",0.0018348623853211,0.5,0.0036697247706422,1.40463917525773,1
"167","{Pair=EURCAD,Time=9,Global Correct=0} => {TP=1}",0.0018348623853211,1,0.0018348623853211,2.80927835051546,1
"168","{Pair=EURCAD,Time=9,Local Correct=0} => {TP=1}",0.0018348623853211,1,0.0018348623853211,2.80927835051546,1
"169","{Pair=GBPJPY,Time=9,Global Correct=0} => {TP=1}",0.0018348623853211,0.5,0.0036697247706422,1.40463917525773,1
"170","{Pair=GBPJPY,Time=9,Local Correct=0} => {TP=1}",0.0018348623853211,1,0.0018348623853211,2.80927835051546,1
"171","{Time=9,Local Correct=0,Global Correct=0} => {TP=1}",0.0036697247706422,0.666666666666667,0.0055045871559633,1.87285223367698,2
"172","{Time=9,Local Correct=0,Global Correct=1} => {TP=1}",0.0018348623853211,0.333333333333333,0.0055045871559633,0.936426116838488,1
"173","{Pair=XAUUSD,Time=8,Local Correct=1} => {TP=1}",0.0036697247706422,1,0.0036697247706422,2.80927835051546,2
"174","{Pair=XAUUSD,Time=8,Global Correct=0} => {TP=1}",0.0036697247706422,1,0.0036697247706422,2.80927835051546,2
"175","{Pair=EURCAD,Time=8,Local Correct=1} => {TP=1}",0.0018348623853211,1,0.0018348623853211,2.80927835051546,1
"176","{Time=8,Local Correct=1,Global Correct=0} => {TP=1}",0.0055045871559633,1,0.0055045871559633,2.80927835051546,3
"177","{Pair=AUDNZD,Time=12,Local Correct=1} => {TP=1}",0.0036697247706422,0.5,0.0073394495412844,1.40463917525773,2
"178","{Pair=AUDNZD,Time=12,Global Correct=0} => {TP=1}",0.0018348623853211,0.333333333333333,0.0055045871559633,0.936426116838488,1
"179","{Pair=AUDNZD,Time=12,Global Correct=1} => {TP=1}",0.0036697247706422,1,0.0036697247706422,2.80927835051546,2
"180","{Pair=AUDNZD,Time=12,Local Correct=0} => {TP=1}",0.0018348623853211,1,0.0018348623853211,2.80927835051546,1
"181","{Pair=EURCAD,Time=12,Local Correct=1} => {TP=1}",0.0018348623853211,1,0.0018348623853211,2.80927835051546,1
"182","{Pair=EURCAD,Time=12,Global Correct=1} => {TP=1}",0.0018348623853211,0.5,0.0036697247706422,1.40463917525773,1
"183","{Time=12,Local Correct=1,Global Correct=1} => {TP=1}",0.0036697247706422,0.666666666666667,0.0055045871559633,1.87285223367698,2
"184","{Time=12,Local Correct=0,Global Correct=1} => {TP=1}",0.0018348623853211,0.5,0.0036697247706422,1.40463917525773,1
